gene	rep1	rep2
NOB1	1.7251073566	1.6111269749
PIM3	1.418214697	1.3525765649
SCUBE1	1.8181056479	1.5864651883
THRAP3	1.6541156507	1.6160115003
ISCA2	-0.6748987659	0.2034836041
TEX12	2.2543408197	1.6304742851
FIBIN	-3.5080142683	-1.8416144085
ELOF1	0.0737993257	-1.3861239979
CANT1	1.5848748454	1.1749848887
PERP	-1.3563870397	-1.3458962716
CUL2	0.3570298755	0.0898096273
CRYBG3	0.5755335702	0.3111501404
APMAP	0.764692606	0.5373411773
EPDR1	1.1075373019	0.8300442552
CUTC	0.4360762273	0.3430491671
PACS1	-0.1459663799	0.0323248914
PDK2	-0.6725189669	-0.9956655412
PRRC2C	-5.212639554	-4.2550995507
SBNO2	0.7193100557	-0.5320778481
SSR2	1.8339440028	1.5497833655
PTRHD1	1.3928526785	1.3502021122
CYHR1	-0.3848972871	0.3290504828
PLOD2	-2.3998957677	-2.2039862602
SPSB4	-0.5587357656	0.0012748394
CDYL2	-4.1707945964	-1.7449420015
NXPE4	-1.7915216269	-4.0847289151
MCPH1	1.7387492998	1.4663144941
KREMEN2	0.6066418831	0.4964312653
SBK2	2.7097706726	2.5504571465
SPARC	2.9678797713	2.8413662809
EIF1AY	-2.0210524457	-1.7091737259
LSM12	-1.7935284443	-2.6562737979
FAHD2A	-2.2051798345	-3.2714223187
UBB	-0.8517319255	-0.4663553886
DOT1L	1.0023074576	0.8366264997
LENG8	-2.0100645113	-2.9649578235
TNIK	-1.0290117973	-1.1707434665
POLR3GL	-1.0290117973	-1.1707434665
DCLK3	-2.3113104138	-2.9995581433
SF3B1	-1.2979568968	-1.6538269951
SSX4	0.24257422	-0.0237518893
VWDE	1.5375241853	1.2415796066
HIST1H2BL	1.9779289528	1.8484973289
PRKAR2B	-0.0882308036	0.2731608514
AP3B2	-1.7955234056	-4.033129214
WIPF1	0.968977149	1.0076728874
EDC4	-0.5098661716	-0.8127698939
BUD13	1.6046467147	1.6683432572
C1QTNF2	-1.0400521057	-1.2057857184
BCDIN3D	-0.9092219649	-0.8883273441
MFAP1	-1.5089275078	-3.9210284999
EED	1.0782349919	0.3289845714
CSN1S1	-2.2342035287	-1.9316530523
TAGLN3	1.0542345667	0.6702456622
ELANE	0.4553590355	0.7724146438
FGFBP2	-1.0995080371	-1.6290072848
SOX2	-1.797879742	-4.1156253662
DYRK4	-1.4445254312	-0.9691154285
FLAD1	2.1514024817	1.901042236
TWF2	1.1989910071	0.8516357639
SHMT1	-0.8715430424	-0.1997582147
TDP2	-1.7045891385	-1.4407797588
ITPKC	-1.0442310487	-1.9034760729
RRAGB	1.9182744038	1.6366794208
TP53TG3D	-3.3543335463	-3.4289413924
IMPACT	1.2924667314	2.8911639436
MIIP	0.2649955303	1.1068850421
NEU3	0.6427803691	1.3998595523
LEF1	-0.088699734	0.750759517
DET1	1.2835703248	1.3379702245
RNMT	1.7477099703	1.6301468267
ACTR3C	0.4911540842	-0.6450456131
TBPL2	-0.0763162933	-3.8805363842
CNPY4	-2.0864581218	-2.7351212331
IHH	-1.8471857193	-2.4047909477
F11	-0.7293370961	-1.0837360417
ERGIC2	-0.925341159	-1.0651209859
TMEM50A	0.1862404616	-3.4291226915
TPD52	-3.9104253372	-4.9189636602
IRF6	-1.5128802423	-3.7084170589
SH3BP5L	1.0451386951	0.7970482954
CWC25	1.0451386951	0.7970482954
CEP95	0.7032443063	0.8209578283
SRL	-1.905678824	-3.8542617694
C1QL3	-2.1380154445	-4.0354300081
TNIP1	-0.0763162933	-3.8805363842
TRAM1	-2.2377037839	-3.8780416821
COLQ	0.2419580033	-0.372001315
NOL4	-2.2377037839	-3.8780416821
NAV3	-1.8471857193	-2.4047909477
APEX1	-0.0763162933	-3.8805363842
GMCL1P1	-0.2020919129	-1.2862634115
HEATR4	-0.0763162933	-3.8805363842
SFT2D2	-2.2377037839	-3.8780416821
CLTC	-1.8471857193	-2.4047909477
LRTOMT	-2.3846502176	-2.8709723289
GAGE12C	-1.1018657597	-3.3398665051
AVPI1	0.2619252192	-0.9558969169
DPM2	-1.5172222551	-1.5166660133
CEP57L1	-0.0726927933	-0.4320270007
PGBD1	-1.1546198028	0.0686378872
CDK5R2	0.3262081547	-0.4286729832
SEC24A	1.2616364291	0.5921697571
TCP11L2	0.808881073	1.0196308548
NHS	-0.2930135663	-1.5318029405
NCAPG	0.1939635942	-0.823767293
PRRC2B	-0.4785620525	-0.5906628147
EGLN2	0.170428001	-0.2000021527
LURAP1	0.1826100926	-0.9912424165
BABAM1	-1.1168011512	-1.909019624
ELOVL4	-0.0665125016	-0.5548898504
ZNF280B	0.0087721243	-0.2307875572
RUNDC3B	-1.2115643588	-1.1384030918
BCO2	-1.4214645386	-1.3804391197
PROCA1	0.1048347228	-0.3222590515
PRR14	0.1502428608	0.1933821407
NOL4L	0.2386374999	-0.1379403736
CTU1	1.4646033316	1.5914665865
MPPE1	-3.4609190107	-0.4196121132
SEMG1	-1.5999412895	-1.6436203155
TFF1	-1.0103958304	-1.0808403591
ADPGK	-1.2907979113	-1.1418742669
TEX36	-1.0542645005	-1.1559321737
MFN1	-1.8984036917	-1.4005446192
MOGS	0.0376778449	-0.5700969607
TSSK2	-1.5540476305	-1.2372544419
SCAND1	-3.5786215969	-1.8285706508
SPARCL1	2.4804895618	1.2692344638
CENPQ	0.1714614945	-0.2702013068
INTS7	-1.8479815244	-1.6673786968
GINM1	-1.8223564785	-1.1333293043
TSN	-4.4295272433	-5.1417753335
LDLRAD4	-1.3107235524	-1.1327985918
PDK3	0.4526591499	1.2544702051
XPO6	-1.1686828288	0.3951383806
TRAM2	-2.5268374369	-2.6984762919
WIPF3	0.9421168117	1.297976156
RINT1	0.1675881029	0.4955180966
ADSL	2.7327671034	2.2305062197
RAD50	-0.2315886121	-0.6964526676
FAHD2B	1.997870786	1.4544180771
MPST	3.1981667206	2.8146631428
VAT1L	-2.4883003297	-4.5692618792
RNPEPL1	1.9614398923	1.1345704236
ORMDL2	-2.3547329817	-3.8612037893
GMNN	-1.5955367892	-4.2257145122
STK3	-2.3003064075	-3.4154206376
CDIP1	-2.066540402	-4.3320710446
COQ10B	-0.4685897868	-3.9124816013
PCYOX1	-1.7297565547	-1.5630877515
FAM90A1	-1.981946817	-3.5444974389
ETF1	-1.3731380109	-1.0615300957
CCDC174	-0.332749827	-0.6230317137
THNSL1	1.6892558329	1.3477186785
RIPPLY3	-1.944578043	-3.216334255
LDLRAD3	-2.1782278434	-4.1657925802
ITIH1	-1.6095322621	-3.0633249577
CCDC79	-2.2339658265	-2.1794361116
MZT2A	-2.2303187252	-2.9831293125
AXIN2	-0.8436373955	-1.2356690908
ADCK5	-3.0883049055	-2.6301568394
LUZP1	0.0060279825	0.5166094733
HEATR5B	1.4941560195	1.5757855045
TCEA3	0.4400543259	-0.0872336341
TEX2	-2.0685117763	-1.1273043661
PLOD3	-1.7692816046	-2.8365656115
ACOX2	0.2760513319	-0.190824247
SMIM19	-5.4059227905	-4.4955736291
GLB1L2	-1.0511811179	-1.7128702813
RABEPK	-1.310354453	0.4478382778
IMP3	-4.229012238	-4.5778760327
NEK3	2.4246282076	2.3503611441
RLBP1	0.901066681	1.0203913045
WIF1	1.0021397576	0.7290681065
LOXL1	-1.3493678456	-0.9619788846
SMAD3	0.7417087234	1.4864330873
AP1AR	-0.3738971769	-0.1193745359
TRIAP1	-1.7870264355	-2.1543795127
SERINC5	0.2888048908	-0.0765552954
OBFC1	-6.3296917049	-5.142232025
NXF1	1.7758241966	2.5060180069
RGS7BP	-0.0895761774	-0.4388444038
ODF3L1	-1.1115250713	-0.6685575876
N4BP2	2.9208216305	2.2337928542
DMTN	-0.2069496454	-0.2283781993
SUPT20HL2	-0.2949085492	0.0004493398
USB1	1.3924841816	1.5634355104
MFSD13A	0.939619126	0.7514816528
CLTA	1.3351549066	1.12208379
ZNF346	1.8322505875	1.873654754
BRK1	1.9528618134	1.7473263473
H3F3C	0.9845078133	1.6251777933
DNTTIP2	0.7256437197	0.8841878324
RAB40AL	0.9150570075	1.2302540454
MSLN	2.3640044911	1.9569419003
PNISR	2.3284444874	2.4415283525
AP1S1	3.1316680072	3.0209708255
STRIP2	1.9346171151	2.1213875786
YBEY	2.0158802293	1.6144331775
TCP11	1.5250044268	1.7739753369
PNO1	1.6213487822	2.0772043563
GATSL2	2.0310430691	2.4304306998
GBE1	0.9911705768	1.3540025619
AIMP1	1.8868346769	2.0899662863
SPOCK1	1.1016224925	1.0755172245
UNC80	2.0198922557	2.0693800191
DDN	1.1643776695	0.9418920802
SF3B6	-0.8775307117	-0.4594787767
H2BFS	1.5950146579	2.536080753
SBK1	0.9827962671	0.6279079398
WDR47	1.8145951756	1.8977317178
HIST3H2A	1.3217549983	0.9301135159
USP6NL	-0.8333234588	-0.1438072519
DOPEY1	1.2581208539	1.3739102809
ABT1	2.5374151144	1.6279499215
HIST1H3I	1.3187054676	1.4199738695
CCDC17	1.5440086087	1.9335233306
NHSL1	-0.6071387748	-0.2124366691
HEXB	0.9786367367	2.0199932395
SPA17	1.1700867715	1.145903806
ZNF804A	-0.1485992848	0.1551458724
TEFM	-1.437803709	-1.1255083775
PHAX	0.7069198437	0.8891277892
LUC7L3	-1.3629856249	-0.9803195709
ST13P4	0.9926098486	-3.1732871555
FAM26E	-0.3739435509	-0.2218598702
SF3B2	1.1050140453	1.6105426899
PLN	2.2037598955	2.3785950162
SPIRE2	2.1200080894	2.3624214434
PROM2	2.9956901032	3.0641497498
FBLL1	0.1182289618	-0.2740811635
NBN	0.3185665087	1.2711908677
XRN2	0.0498364092	0.637671059
RIPPLY1	-1.5820638287	-1.3482480562
PHKG1	1.8694897792	1.2580530728
APLP2	0	0.5838004921
TAF9B	-0.0573423703	0.4591328107
AP5Z1	0.7613814119	0.367940702
DHCR24	0.1034175637	0.7451250325
TFF2	-0.1841947399	-0.2865596867
NACAD	-0.1668248178	0.6382025981
ERO1A	-0.2731575212	0.5924486947
STK39	0.5195649098	0.7324460303
GOT1L1	-1.0456453819	-1.2784317211
HIPK1	3.0188505612	2.890026496
FCER1G	-1.2518716904	-1.3138730284
LRRC1	0.1287661137	0.1277534536
EEF1A1	1.4769367552	0.9392642062
SS18	1.927329221	1.7346064144
MLF2	0.4681739972	-0.0382673141
AMER1	-1.7836673517	-1.4355414935
FAAP100	-1.5938894831	-1.4820347591
FMN1	-2.2404495059	-1.6584417794
TEX33	-1.0860665821	-1.5981096461
RNH1	-1.2046804228	-0.883686945
TMEM14C	0.9004993958	-2.1282336192
TMEM248	-3.0863122994	-3.3612043117
AUTS2	-1.4698058521	-1.6227873427
AP5S1	0.5731412777	0.7102925675
ODF3L2	-1.4000586897	-0.6458863643
BAHD1	-2.4471822515	-3.0588243123
CSNK2B	-1.0793429693	-0.8110393178
AUNIP	-1.1958232587	-0.8212858506
PHKA1	-2.0503774193	-1.1883325667
GUF1	-0.2856925416	-0.676577793
GATA1	-1.5438240797	-3.2820912389
TMUB1	0.7688077066	0.9037906081
SUGCT	0.6655422605	0.6703623536
EIF1AD	1.4677268981	1.3981091567
CRCP	-1.0765095753	-0.5751158226
LRRC40	-0.7572938171	-0.129412984
ASRGL1	0.2527257034	0.4922821931
RRM2B	1.5672667562	1.679190149
GPI	-1.3145756573	-0.9462273907
SMARCA2	-1.628602519	-1.9954964906
GTF2H2C	0.3573646111	0.316697236
COQ5	-1.110946463	-1.3300828519
ZNF326	-2.4299535138	-2.7989675643
LACE1	-0.8928184552	-1.4389601795
FOXRED2	-1.8476948437	-1.245479369
PAPSS1	-4.5509725707	-2.2412390869
CYB5R1	-4.8063915006	-2.0183745636
PCNX3	-0.8136125238	-1.0567213923
SMIM17	2.1852986451	1.9080209763
PROSC	-1.3649796352	-1.0863589165
FAM83D	1.1105805714	0.9764053177
MSL3	2.1422923155	2.2574917723
B4GAT1	2.7502864026	2.2541973961
KLHDC8B	-2.9368610368	-1.0453601944
SNCB	-1.3183717572	-2.0870611265
TYMSOS	-0.5291983853	-0.5063853285
SEC24D	-1.0204315112	-0.8981651997
TMEM9	-1.9609287958	-1.9094210024
CNDP2	0.327324021	-0.6634346692
PRPF31	-1.2309142194	-0.1069391508
DCDC2B	-0.7889595801	-0.5032967029
NEDD4	0.1800486535	0.0071415646
PPP4R3A	1.1016340698	1.2033238413
PDZK1IP1	-0.7757686862	-0.1714536065
SRPK1	-2.4616114645	-2.7447919881
TNIP3	-1.4943928964	-1.8106752851
TM4SF4	-2.5219838194	-3.2093166724
RALGAPA2	-0.8876138517	-0.9493581344
SFTPB	-4.0567987649	-4.6769850619
NPL	0.2938487887	0.3266619204
ACY3	-1.1379509491	-1.4429784415
FRA10AC1	-2.9854759497	-2.0812068478
CENPH	-0.6375699226	-0.2887852741
CTSV	-3.0407369509	-3.0031193578
AASS	0.95369897	1.4774489805
PGR	-0.8006114552	-0.4819338815
PYCR2	-0.9011671542	-0.2256773991
M1AP	0.8195241253	0.2913451277
THEMIS	-0.3548350885	-0.371344117
KDELR1	1.5449531356	1.1915256216
NCLN	-2.6915927398	-1.3894186981
NUPL2	-1.1966051503	-1.3304435442
FUK	-0.9257846675	-0.6045789437
ETFDH	0.1251792247	0.4612487465
PP2D1	-1.6728639644	-1.8149168016
TCEB3CL2	-1.3193072727	-1.929059695
AVL9	0.9980794909	-0.1766130856
AMOTL2	0.9578524211	0.6600390767
XPO1	-0.5189646346	-1.0249117767
TMEM204	1.8445128473	2.3116699537
CCDC85A	-1.3006700206	-1.2185412295
B9D2	0.4022584743	0.9284064048
PDDC1	2.1378089366	2.3578221356
HCLS1	1.6786667953	1.378815686
NOCT	1.5082147546	1.3221356339
DLGAP5	-1.1312788001	-1.0390373547
TKTL2	-0.2876505692	-0.594474068
JPH2	-1.6228204685	-1.3503073763
RSPH6A	-0.3035867828	0.0274705625
HIST1H2BA	1.2758172047	1.6307655359
ACYP1	0.2056913331	0.0997829545
MAP1S	2.4504203392	1.862711578
GCFC2	2.0760828189	1.7294684031
DPCR1	2.8228937477	2.4360135006
SPOCK3	2.4794921175	2.3612369735
H2BFM	2.2344283216	2.0467264826
XRCC5	2.2632747277	1.8524698319
CRNKL1	1.7281796637	1.7989527359
KPTN	2.3918420523	2.2621890119
TOR4A	2.7518056719	2.971123355
VIMP	2.057975384	1.1582586062
NIM1K	2.5741216979	2.6824706606
GLB1L3	3.0670216054	1.7024259671
STXBP3	0.3337451759	0.7855208306
NFXL1	2.2537953141	2.1726891531
MUSTN1	-0.1581935726	0.7141418545
ASTE1	1.5435386932	1.4809919144
SREK1IP1	-0.3257408967	-0.1288019012
MOK	0.5719157065	1.3255597357
TICRR	1.3265358897	1.7649174306
SRFBP1	2.0186451207	2.0234008065
H1FX	1.1133127715	0.9282793285
NCKAP1L	2.3398182214	2.7725156318
PKIA	1.7992477613	2.2003997181
TBC1D13	1.3253924759	1.3517628685
IDO1	1.9484517622	1.7022671384
MORN1	1.9263850969	2.0656487835
DSCC1	1.8888614464	2.038041021
MPI	1.7814432111	2.1039916984
L1TD1	1.9920413762	2.0248886294
MECR	-0.7066248405	-0.5140344799
MSRA	1.7340541285	1.5580802211
OPA1	2.7535514488	2.6061082685
GAGE2D	2.5801899569	2.53065656
TXNDC9	2.8472103112	2.9240737955
TUFM	1.868314601	1.5405926875
AGBL5	0.6669541899	0.6188280853
PDS5B	1.9562927331	1.9629653423
UFL1	1.7839004778	1.3284417501
PRKACA	1.647529445	1.7725252745
YRDC	1.2467995358	1.9165979239
CERCAM	2.0546264132	2.1199346946
SIAE	1.4075812996	2.0537771082
IDI1	1.7006051228	1.4859988138
XAGE1A	0.6147035854	1.1220780687
CHEK2	0.5346244242	0.8221060882
MUS81	1.2910673714	1.0275686511
SPRTN	-1.4954842641	-0.8433259016
NAGA	2.2645828959	2.008403294
TUBGCP4	2.0696347486	1.5138906923
LRRC18	0.5360727621	0.7107158701
HIST1H1E	1.7601182536	1.7654206306
FTCD	1.1298923181	1.0992821133
CENPT	1.3780004223	1.2932366799
TFPI	1.7469071727	1.650858849
GPRIN1	1.209585223	1.2163185421
NELL2	1.0068044348	1.6035600834
NEDD8	-0.2984193089	0.2066835681
MFSD1	1.617796963	1.7920449515
AOC2	-1.4784115865	-0.698971652
EEF1E1	1.6746320795	0.831464595
MYADM	2.5315185768	2.5333385123
CARF	0.9986749776	0.5097600809
HBEGF	0.5494513859	0.9512920099
QRICH1	1.4602984472	1.3801825182
THG1L	1.2960742277	0.7920445461
MTAP	1.2029156876	0.9830851979
GOT2	-0.1633326337	0.6428851432
CRYGB	1.8593051023	1.3012822765
ATOX1	2.2321473096	2.0117845369
BTF3L4	2.1443482541	2.1375944068
P3H4	0.2328065446	0.0536148541
AHSP	0.5690079916	-0.8544996348
HIST1H4K	2.3898031524	1.8074609517
FNBP4	2.0086876258	1.8999859265
HPX	2.9769497732	2.8366454394
MAK	-2.1876711286	-1.6482528559
MCM10	1.0498693788	1.1082128838
PYM1	0.2906110841	-0.5183265885
NAV1	-4.8612004915	-2.3703805812
NADK	0.8709823037	0.8504348627
TGOLN2	-0.7726380964	-0.454867117
TRMU	-0.78617599	-0.4852692716
TTBK1	-3.2829322773	-4.386659675
PIH1D1	1.3857722472	1.3102109572
NRXN2	-0.0015134738	-0.3126635465
SZT2	0.2072695012	0.8943081062
CEP131	0.1823123128	0.4649767123
PAM	0.2603111509	0.900188054
FAM3A	-0.7842082603	-0.0217358318
THEM4	-4.4538712563	-2.3451378334
CASC2	-0.9815038937	-0.3533343316
LARGE	-3.3905956383	-5.2147341168
NPRL2	2.3956149954	2.5357865332
SERP1	-1.2108742605	-2.2498943352
TNIP2	-0.4144158003	-1.070810752
MTR	-0.4477906624	-0.8524789525
MARK3	-0.6647471579	-0.4937129234
SYBU	-0.7714038722	-0.9971831383
CTSG	0.5839802658	-1.4089054762
NNT	-0.3128618252	-1.1484968409
SRRD	-1.8315183573	-2.1418087327
GNMT	3.0807071448	3.4616206011
TNXA	-1.8256778233	-1.7083958777
SMOX	-0.2542618315	-0.5704099619
EBF4	0.7487273603	0.5761683932
TSPY8	-2.0626607092	-1.7342777401
IQUB	2.6627557424	3.1726671394
TM6SF1	2.8088109487	3.0508524696
CCDC93	0.256085087	0.0085028808
TMEM135	0.256085087	0.0085028808
RNASEH1	-0.5121454875	-0.0995117925
PET100	-0.2163243641	-0.5855413034
LRRC37B	0.6030470102	0.2216165233
TMEM127	0.4493402343	-0.0773088278
SUMF1	-1.3084027613	-1.0379180488
NIPSNAP1	-0.6792470145	-0.4947100861
NEMP1	-1.8684815433	0.1418448299
SYCP3	0.4810251525	-0.4591366279
RSRC1	-2.2505338626	-1.8973875512
CCDC30	-1.0053236032	-1.1475266098
ECHDC3	-1.142918288	-0.6280816905
XPO4	-1.9527782649	-2.5476449014
ACAA2	0.2394554679	-1.0676758544
MRE11	-1.8684815433	0.1418448299
TP53	0.605157028	0.7053203158
SURF2	-0.7947000981	-0.9189912116
CAPRIN1	-0.5210689974	-0.1942270422
CFAP36	-0.1248597217	0.0761002222
CHD8	0.0526770328	0.0755787597
CSE1L	-0.081458737	0.068908696
UROC1	1.289821706	1.3241901982
RHNO1	1.9742868789	2.091287045
MAD2L1	1.3338149995	0.6682387705
PDPR	1.7457242052	1.5596591302
EXOG	1.4999411622	1.4592774786
NXPH2	1.8735858668	1.9200038136
CAMKMT	0.3195414922	0.7939655725
XDH	2.3264484433	2.611091557
EVC	2.5701743237	2.2844076128
NKAP	2.1418381942	1.8110157529
ABAT	1.4048742962	0.0112552152
SWI5	0.6544444301	-0.3474109035
FUNDC1	-0.4818537376	-0.8081445234
NCOA6	-0.5254837272	-1.5575700323
MIPEP	-1.2564161513	-0.8566015152
CGB1	-0.3981462215	-0.0186627358
FGF12	1.0677138099	1.1137364558
PRAM1	-4.6400135105	-7.0208360338
OMP	-0.8649198011	-2.051705025
MTCP1	0.1544696654	0.0923059375
MARVELD3	-0.2459597248	-0.6248448093
WTAP	0.1655619294	-0.0060987787
RANBP1	0.6571930118	0.5540226592
HDHD2	1.2350602583	0.5804649713
MRTO4	-0.929160231	-0.9859287847
MTERF3	-4.4126090124	-4.4587744562
HYAL1	0.2706524964	0.5931681056
VPS39	0.7414837548	0.9676864397
TP53I3	-1.9050581473	-1.8648326045
STK38L	-1.9050581473	-1.8648326045
RRAGC	1.307176472	1.7486730039
ATL1	-2.9188176406	-2.8357586013
AP1G1	-1.6922962331	-1.3724344348
BMPER	0.8022603799	1.7014240511
ARPP19	0.4964780183	1.5821941372
PGAP1	-1.0079957609	-2.5799391405
SMCO3	-2.0829255982	-2.7105786439
TSACC	-0.1427210107	-0.1379104598
MASTL	0.4291285204	0.5110376587
KLHDC2	1.9064714918	1.9461001877
ERH	1.3716291545	2.1430024972
PTMA	0.9100372775	0.960581989
LEFTY1	1.419304417	0.7282831272
SRGAP3	-1.861223631	0.053248611
NOXA1	1.6036550718	1.7306367451
STRIP1	-1.0950748801	-1.2060387336
PFN3	1.0142562457	0.4520792874
ENTPD4	0.8312244299	0.1948406703
CINP	-1.157451478	-0.6050112863
BASP1	-3.9543463771	-4.7580400888
ENDOD1	-1.6419545453	-0.595120414
GAA	0.7193100557	-0.5320778481
CLSPN	0.6926048308	-0.0004493398
RNASEH2A	2.0345193734	1.9329103693
KDELR3	-3.7616511785	-2.7264558571
NACA	-1.3189986997	-0.9696494229
LBH	-2.9964192382	-1.271392868
FAM57B	-1.4152428403	-1.4801605973
GCKR	-2.3647162191	-1.4348063972
RIC3	3.0669188923	2.816935471
OGDHL	-1.8889696943	-0.9133642974
SMARCA5	1.4224961613	0.6895842362
ABI3	0.3605196896	0.7949295141
SOGA3	-0.300598425	0.1148976423
SF3B3	-0.1798500078	0.2002356866
PSAT1	0.2793782723	0.3898149816
DPYSL3	-1.0108735076	-0.5095959491
PQLC2	1.3713630394	1.1922267465
CSN3	-1.8865609484	-1.5377493409
MICALCL	-0.5639817909	-0.6932651212
UEVLD	1.0977201968	0.1355285709
FTL	-0.408624644	-0.7931357391
DMRTC2	1.730453119	1.3006690152
SEL1L3	-0.6083110645	-0.1081552944
BZW2	0.7157865322	0.6307569146
MOXD1	0.4916770273	-0.0935143308
PIP4K2A	-1.5275318868	-1.7093742211
NUCKS1	-0.1358053216	0.1295687719
NAPA	-2.942174918	-2.1199098511
CHRDL1	0.0741743773	0.2471576137
TRAF3IP3	0.2210648011	0.4636555325
TCEB3CL	-2.0198621043	0.2946464003
MISP	0.2841391454	-0.1732679014
NATD1	1.2027492808	1.8966550074
CBWD2	2.1548136277	1.85356816
TLK2	0.2161573241	0.2516591219
SYS1	2.1868664599	1.7440046879
OPALIN	0.5418758619	0.2783701847
SWSAP1	1.4097083764	1.6322978305
IMMP1L	-0.1967869597	0.294229012
EIF2B1	1.3513366682	0.8665887785
EXD1	0.2678216269	0.5968306635
ZFR2	-0.3509690337	-0.3004777476
AAR2	-1.4919738343	-1.7888673709
GDF6	-0.3223655983	-0.8184047164
VASH2	1.0828213161	0.1836851519
PTER	-0.5741070151	-0.525515816
GNL2	1.3037710377	2.3229999348
MFAP5	-0.7269312483	-1.4064882421
PRODH	1.3541584966	2.1046268414
DKKL1	-3.3788742295	-3.947554307
CHAT	-0.9290597141	-0.9363462422
TTYH2	-0.1545517028	0.31728093
SLAIN2	0.0586894098	-0.0780561103
CTSC	0.4595724364	0.5204959832
AHSA1	-0.1751673079	-0.2731683863
GOT1	-0.6546158692	-0.4599136101
LOXL2	-1.086735624	-1.5579179534
FPGS	1.2591779691	0.2090930196
ATL2	-1.086735624	-1.5579179534
DOLK	2.2284154146	1.8789945735
ECEL1	1.7910067784	1.8348871309
RGL3	1.7241136947	1.4280844629
HIST1H2BL	1.7100629228	1.3008036618
EBF3	-4.3281106242	-4.1043871167
CAST	2.9437484126	3.3696163097
GSKIP	-2.1404093043	-1.9685696574
