Approved Symbol	Gene family description
MIR4746	MicroRNAs
MIR4747	MicroRNAs
MIR4748	MicroRNAs
MIR4749	MicroRNAs
MIR4750	MicroRNAs
MIR4751	MicroRNAs
MIR4752	MicroRNAs
MIR4753	MicroRNAs
MIR4754	MicroRNAs
MIR4755	MicroRNAs
MIR4756	MicroRNAs
MIR4757	MicroRNAs
MIR4758	MicroRNAs
MIR4759	MicroRNAs
MIR4760	MicroRNAs
MIR4761	MicroRNAs
MIR4762	MicroRNAs
MIR4763	MicroRNAs
MIR4764	MicroRNAs
MIR4765	MicroRNAs
MIR4766	MicroRNAs
MIR4767	MicroRNAs
MIR4768	MicroRNAs
MIR4769	MicroRNAs
MIR4770	MicroRNAs
MIR4771-1	MicroRNAs
MIR4771-2	MicroRNAs
MIR4772	MicroRNAs
MIR4773-1	MicroRNAs
MIR4773-2	MicroRNAs
MIR4774	MicroRNAs
MIR4775	MicroRNAs
MIR4776-1	MicroRNAs
MIR4776-2	MicroRNAs
MIR4777	MicroRNAs
MIR4778	MicroRNAs
MIR4779	MicroRNAs
MIR4780	MicroRNAs
MIR4781	MicroRNAs
MIR4782	MicroRNAs
MIR4783	MicroRNAs
MIR4784	MicroRNAs
MIR4785	MicroRNAs
MIR4786	MicroRNAs
MIR4787	MicroRNAs
MIR4788	MicroRNAs
MIR4789	MicroRNAs
MIR4790	MicroRNAs
MIR4791	MicroRNAs
MIR4792	MicroRNAs
MIR4793	MicroRNAs
MIR4794	MicroRNAs
MIR4795	MicroRNAs
MIR4796	MicroRNAs
MIR4797	MicroRNAs
MIR4798	MicroRNAs
MIR4799	MicroRNAs
MIR4800	MicroRNAs
MIR4801	MicroRNAs
MIR4802	MicroRNAs
MIR4803	MicroRNAs
MIR4804	MicroRNAs
MIR483	MicroRNAs
MIR484	MicroRNAs
MIR485	MicroRNAs
MIR486-1	MicroRNAs
MIR486-2	MicroRNAs
MIR487A	MicroRNAs
MIR487B	MicroRNAs
MIR488	MicroRNAs
MIR489	MicroRNAs
MIR490	MicroRNAs
MIR491	MicroRNAs
MIR492	MicroRNAs
MIR493	MicroRNAs
MIR494	MicroRNAs
MIR495	MicroRNAs
MIR496	MicroRNAs
MIR497	MicroRNAs
MIR498	MicroRNAs
MIR499A	MicroRNAs
MIR499B	MicroRNAs
MIR500A	MicroRNAs
MIR500B	MicroRNAs
MIR501	MicroRNAs
MIR502	MicroRNAs
MIR503	MicroRNAs
MIR504	MicroRNAs
MIR5047	MicroRNAs
MIR505	MicroRNAs
MIR506	MicroRNAs
MIR507	MicroRNAs
MIR508	MicroRNAs
MIR509-1	MicroRNAs
MIR509-2	MicroRNAs
MIR509-3	MicroRNAs
MIR5095	MicroRNAs
MIR5096	MicroRNAs
MIR510	MicroRNAs
MIR511	MicroRNAs
MIR512-1	MicroRNAs
MIR512-2	MicroRNAs
MIR513A1	MicroRNAs
MIR513A2	MicroRNAs
MIR513B	MicroRNAs
MIR513C	MicroRNAs
MIR514A1	MicroRNAs
MIR514A2	MicroRNAs
MIR514A3	MicroRNAs
MIR514B	MicroRNAs
MIR515-1	MicroRNAs
MIR515-2	MicroRNAs
MIR516A1	MicroRNAs
MIR516A2	MicroRNAs
MIR516B1	MicroRNAs
MIR516B2	MicroRNAs
MIR517A	MicroRNAs
MIR517B	MicroRNAs
MIR517C	MicroRNAs
MIR518A1	MicroRNAs
MIR518A2	MicroRNAs
MIR518B	MicroRNAs
MIR518C	MicroRNAs
MIR518D	MicroRNAs
MIR518E	MicroRNAs
MIR518F	MicroRNAs
MIR519A1	MicroRNAs
MIR519A2	MicroRNAs
MIR519B	MicroRNAs
MIR519C	MicroRNAs
MIR519D	MicroRNAs
MIR519E	MicroRNAs
MIR520A	MicroRNAs
MIR520B	MicroRNAs
MIR520C	MicroRNAs
MIR520D	MicroRNAs
MIR520E	MicroRNAs
MIR520F	MicroRNAs
MIR520G	MicroRNAs
MIR520H	MicroRNAs
MIR521-1	MicroRNAs
MIR521-2	MicroRNAs
MIR522	MicroRNAs
MIR523	MicroRNAs
MIR524	MicroRNAs
MIR525	MicroRNAs
MIR526A1	MicroRNAs
MIR526A2	MicroRNAs
MIR526B	MicroRNAs
MIR527	MicroRNAs
MIR532	MicroRNAs
MIR539	MicroRNAs
MIR541	MicroRNAs
MIR542	MicroRNAs
MIR543	MicroRNAs
MIR544A	MicroRNAs
MIR544B	MicroRNAs
MIR545	MicroRNAs
MIR548A1	MicroRNAs
MIR548A2	MicroRNAs
MIR548A3	MicroRNAs
MIR548AA1	MicroRNAs
MIR548AA2	MicroRNAs
MIR548AB	MicroRNAs
MIR548AC	MicroRNAs
MIR548AD	MicroRNAs
MIR548AE1	MicroRNAs
MIR548AE2	MicroRNAs
MIR548AG1	MicroRNAs
MIR548AG2	MicroRNAs
MIR548AH	MicroRNAs
MIR548AI	MicroRNAs
MIR548AJ1	MicroRNAs
MIR548AJ2	MicroRNAs
MIR548AK	MicroRNAs
MIR548AL	MicroRNAs
MIR548AM	MicroRNAs
MIR548AN	MicroRNAs
MIR548AY	MicroRNAs
MIR548AZ	MicroRNAs
MIR548B	MicroRNAs
MIR548BA	MicroRNAs
MIR548C	MicroRNAs
MIR548D1	MicroRNAs
MIR548D2	MicroRNAs
MIR548E	MicroRNAs
MIR548F1	MicroRNAs
MIR548F2	MicroRNAs
MIR548F3	MicroRNAs
MIR548F4	MicroRNAs
MIR548F5	MicroRNAs
MIR548G	MicroRNAs
MIR548H1	MicroRNAs
MIR548H2	MicroRNAs
MIR548H3	MicroRNAs
MIR548H4	MicroRNAs
MIR548H5	MicroRNAs
MIR548I1	MicroRNAs
MIR548I2	MicroRNAs
MIR548I3	MicroRNAs
MIR548I4	MicroRNAs
MIR548J	MicroRNAs
MIR548K	MicroRNAs
MIR548L	MicroRNAs
MIR548M	MicroRNAs
MIR548N	MicroRNAs
MIR548O	MicroRNAs
MIR548O2	MicroRNAs
MIR548P	MicroRNAs
MIR548Q	MicroRNAs
MIR548S	MicroRNAs
MIR548T	MicroRNAs
MIR548U	MicroRNAs
MIR548V	MicroRNAs
MIR548W	MicroRNAs
MIR548X	MicroRNAs
MIR548X2	MicroRNAs
MIR548Y	MicroRNAs
MIR548Z	MicroRNAs
MIR549A	MicroRNAs
MIR550A1	MicroRNAs
MIR550A2	MicroRNAs
MIR550A3	MicroRNAs
MIR550B1	MicroRNAs
MIR550B2	MicroRNAs
MIR551A	MicroRNAs
MIR551B	MicroRNAs
MIR552	MicroRNAs
MIR553	MicroRNAs
MIR554	MicroRNAs
MIR555	MicroRNAs
MIR556	MicroRNAs
MIR557	MicroRNAs
MIR558	MicroRNAs
MIR559	MicroRNAs
MIR561	MicroRNAs
MIR562	MicroRNAs
MIR563	MicroRNAs
MIR564	MicroRNAs
MIR566	MicroRNAs
MIR567	MicroRNAs
MIR568	MicroRNAs
MIR569	MicroRNAs
MIR570	MicroRNAs
MIR571	MicroRNAs
MIR572	MicroRNAs
MIR573	MicroRNAs
MIR5739	MicroRNAs
MIR574	MicroRNAs
MIR575	MicroRNAs
MIR576	MicroRNAs
MIR577	MicroRNAs
MIR578	MicroRNAs
MIR5787	MicroRNAs
MIR579	MicroRNAs
MIR580	MicroRNAs
MIR581	MicroRNAs
MIR582	MicroRNAs
MIR583	MicroRNAs
MIR584	MicroRNAs
MIR585	MicroRNAs
MIR586	MicroRNAs
MIR587	MicroRNAs
MIR588	MicroRNAs
MIR589	MicroRNAs
MIR590	MicroRNAs
MIR591	MicroRNAs
MIR592	MicroRNAs
MIR593	MicroRNAs
MIR595	MicroRNAs
MIR596	MicroRNAs
MIR597	MicroRNAs
MIR598	MicroRNAs
MIR599	MicroRNAs
MIR600	MicroRNAs
MIR601	MicroRNAs
MIR602	MicroRNAs
MIR603	MicroRNAs
MIR604	MicroRNAs
MIR605	MicroRNAs
MIR606	MicroRNAs
MIR6068	MicroRNAs
MIR6069	MicroRNAs
MIR607	MicroRNAs
MIR6070	MicroRNAs
MIR6071	MicroRNAs
MIR6072	MicroRNAs
MIR6073	MicroRNAs
MIR6074	MicroRNAs
MIR6075	MicroRNAs
MIR6076	MicroRNAs
MIR6077	MicroRNAs
MIR6078	MicroRNAs
MIR6079	MicroRNAs
MIR608	MicroRNAs
MIR6080	MicroRNAs
MIR6081	MicroRNAs
MIR6082	MicroRNAs
MIR6083	MicroRNAs
MIR6084	MicroRNAs
MIR6085	MicroRNAs
MIR6086	MicroRNAs
MIR6087	MicroRNAs
MIR6088	MicroRNAs
MIR6089	MicroRNAs
MIR609	MicroRNAs
MIR6090	MicroRNAs
MIR610	MicroRNAs
MIR611	MicroRNAs
MIR612	MicroRNAs
MIR6124	MicroRNAs
MIR6125	MicroRNAs
MIR6126	MicroRNAs
MIR6127	MicroRNAs
MIR6128	MicroRNAs
MIR6129	MicroRNAs
MIR613	MicroRNAs
MIR6130	MicroRNAs
MIR6131	MicroRNAs
MIR6132	MicroRNAs
MIR6133	MicroRNAs
MIR6134	MicroRNAs
MIR614	MicroRNAs
MIR615	MicroRNAs
MIR616	MicroRNAs
MIR6165	MicroRNAs
MIR617	MicroRNAs
MIR618	MicroRNAs
MIR619	MicroRNAs
MIR620	MicroRNAs
MIR621	MicroRNAs
MIR622	MicroRNAs
MIR623	MicroRNAs
MIR624	MicroRNAs
MIR625	MicroRNAs
MIR626	MicroRNAs
MIR627	MicroRNAs
MIR628	MicroRNAs
MIR629	MicroRNAs
MIR630	MicroRNAs
MIR631	MicroRNAs
MIR632	MicroRNAs
MIR633	MicroRNAs
MIR634	MicroRNAs
MIR635	MicroRNAs
MIR636	MicroRNAs
MIR637	MicroRNAs
MIR638	MicroRNAs
MIR639	MicroRNAs
MIR640	MicroRNAs
MIR641	MicroRNAs
MIR642A	MicroRNAs
MIR642B	MicroRNAs
MIR643	MicroRNAs
MIR644A	MicroRNAs
MIR645	MicroRNAs
MIR646	MicroRNAs
MIR647	MicroRNAs
MIR648	MicroRNAs
MIR649	MicroRNAs
MIR6499	MicroRNAs
MIR650	MicroRNAs
MIR6500	MicroRNAs
MIR6501	MicroRNAs
MIR6502	MicroRNAs
MIR6503	MicroRNAs
MIR6504	MicroRNAs
MIR6505	MicroRNAs
MIR6506	MicroRNAs
MIR6507	MicroRNAs
MIR6508	MicroRNAs
MIR6509	MicroRNAs
MIR651	MicroRNAs
MIR6510	MicroRNAs
MIR6511A1	MicroRNAs
MIR6511A2	MicroRNAs
MIR6511A3	MicroRNAs
MIR6511A4	MicroRNAs
MIR6511B1	MicroRNAs
MIR6511B2	MicroRNAs
MIR6512	MicroRNAs
MIR6513	MicroRNAs
MIR6514	MicroRNAs
MIR6515	MicroRNAs
MIR6516	MicroRNAs
MIR652	MicroRNAs
MIR653	MicroRNAs
MIR654	MicroRNAs
MIR655	MicroRNAs
MIR656	MicroRNAs
MIR657	MicroRNAs
MIR658	MicroRNAs
MIR659	MicroRNAs
MIR660	MicroRNAs
MIR661	MicroRNAs
MIR662	MicroRNAs
MIR663A	MicroRNAs
MIR663B	MicroRNAs
MIR664A	MicroRNAs
MIR665	MicroRNAs
MIR668	MicroRNAs
MIR670	MicroRNAs
MIR671	MicroRNAs
MIR6715A	MicroRNAs
MIR6715B	MicroRNAs
MIR6716	MicroRNAs
MIR6717	MicroRNAs
MIR6718	MicroRNAs
MIR6719	MicroRNAs
MIR6720	MicroRNAs
MIR6721	MicroRNAs
MIR6722	MicroRNAs
MIR6723	MicroRNAs
MIR6726	MicroRNAs
MIR6727	MicroRNAs
MIR6728	MicroRNAs
MIR6729	MicroRNAs
MIR6730	MicroRNAs
MIR6731	MicroRNAs
MIR6732	MicroRNAs
MIR6733	MicroRNAs
MIR6734	MicroRNAs
MIR6735	MicroRNAs
MIR6736	MicroRNAs
MIR6737	MicroRNAs
MIR6738	MicroRNAs
MIR6739	MicroRNAs
MIR6740	MicroRNAs
MIR6741	MicroRNAs
MIR6742	MicroRNAs
MIR6743	MicroRNAs
MIR6744	MicroRNAs
MIR6745	MicroRNAs
MIR6746	MicroRNAs
MIR6747	MicroRNAs
MIR6748	MicroRNAs
MIR6749	MicroRNAs
MIR675	MicroRNAs
MIR6750	MicroRNAs
MIR6751	MicroRNAs
MIR6752	MicroRNAs
MIR6753	MicroRNAs
MIR6754	MicroRNAs
MIR6755	MicroRNAs
MIR6756	MicroRNAs
MIR6757	MicroRNAs
MIR6758	MicroRNAs
MIR6759	MicroRNAs
MIR676	MicroRNAs
MIR6760	MicroRNAs
MIR6761	MicroRNAs
MIR6762	MicroRNAs
MIR6763	MicroRNAs
MIR6764	MicroRNAs
MIR6765	MicroRNAs
MIR6766	MicroRNAs
MIR6767	MicroRNAs
MIR6768	MicroRNAs
MIR6769A	MicroRNAs
MIR6769B	MicroRNAs
MIR6770-1	MicroRNAs
MIR6770-2	MicroRNAs
MIR6770-3	MicroRNAs
MIR6771	MicroRNAs
MIR6772	MicroRNAs
MIR6773	MicroRNAs
MIR6774	MicroRNAs
MIR6775	MicroRNAs
MIR6776	MicroRNAs
MIR6777	MicroRNAs
MIR6778	MicroRNAs
MIR6779	MicroRNAs
MIR6780A	MicroRNAs
MIR6780B	MicroRNAs
MIR6781	MicroRNAs
MIR6782	MicroRNAs
MIR6783	MicroRNAs
MIR6784	MicroRNAs
MIR6785	MicroRNAs
MIR6786	MicroRNAs
MIR6787	MicroRNAs
MIR6788	MicroRNAs
MIR6789	MicroRNAs
MIR6790	MicroRNAs
MIR6791	MicroRNAs
MIR6792	MicroRNAs
MIR6793	MicroRNAs
MIR6794	MicroRNAs
MIR6795	MicroRNAs
MIR6796	MicroRNAs
MIR6797	MicroRNAs
MIR6798	MicroRNAs
MIR6799	MicroRNAs
MIR6800	MicroRNAs
MIR6801	MicroRNAs
MIR6802	MicroRNAs
MIR6803	MicroRNAs
MIR6804	MicroRNAs
MIR6805	MicroRNAs
MIR6806	MicroRNAs
MIR6807	MicroRNAs
MIR6808	MicroRNAs
MIR6809	MicroRNAs
MIR6810	MicroRNAs
MIR6811	MicroRNAs
MIR6812	MicroRNAs
MIR6813	MicroRNAs
MIR6814	MicroRNAs
MIR6815	MicroRNAs
MIR6816	MicroRNAs
MIR6817	MicroRNAs
MIR6818	MicroRNAs
MIR6819	MicroRNAs
MIR6820	MicroRNAs
MIR6821	MicroRNAs
MIR6822	MicroRNAs
MIR6823	MicroRNAs
MIR6824	MicroRNAs
MIR6825	MicroRNAs
MIR6826	MicroRNAs
MIR6827	MicroRNAs
MIR6828	MicroRNAs
MIR6829	MicroRNAs
MIR6830	MicroRNAs
MIR6831	MicroRNAs
MIR6832	MicroRNAs
MIR6833	MicroRNAs
MIR6834	MicroRNAs
MIR6835	MicroRNAs
MIR6836	MicroRNAs
MIR6837	MicroRNAs
MIR6838	MicroRNAs
MIR6839	MicroRNAs
MIR6840	MicroRNAs
MIR6841	MicroRNAs
MIR6842	MicroRNAs
MIR6843	MicroRNAs
MIR6844	MicroRNAs
MIR6845	MicroRNAs
MIR6846	MicroRNAs
MIR6847	MicroRNAs
MIR6848	MicroRNAs
MIR6849	MicroRNAs
MIR6850	MicroRNAs
MIR6851	MicroRNAs
MIR6852	MicroRNAs
MIR6853	MicroRNAs
MIR6854	MicroRNAs
MIR6855	MicroRNAs
MIR6856	MicroRNAs
MIR6857	MicroRNAs
MIR6858	MicroRNAs
MIR6859-1	MicroRNAs
MIR6859-2	MicroRNAs
MIR6859-3	MicroRNAs
MIR6860	MicroRNAs
MIR6861	MicroRNAs
MIR6862-1	MicroRNAs
MIR6862-2	MicroRNAs
MIR6863	MicroRNAs
MIR6864	MicroRNAs
MIR6865	MicroRNAs
MIR6866	MicroRNAs
MIR6867	MicroRNAs
MIR6868	MicroRNAs
MIR6869	MicroRNAs
MIR6870	MicroRNAs
MIR6871	MicroRNAs
MIR6872	MicroRNAs
MIR6873	MicroRNAs
MIR6874	MicroRNAs
MIR6875	MicroRNAs
MIR6876	MicroRNAs
MIR6877	MicroRNAs
MIR6878	MicroRNAs
MIR6879	MicroRNAs
MIR6880	MicroRNAs
MIR6881	MicroRNAs
MIR6882	MicroRNAs
MIR6883	MicroRNAs
MIR6884	MicroRNAs
MIR6885	MicroRNAs
MIR6886	MicroRNAs
MIR6887	MicroRNAs
MIR6888	MicroRNAs
MIR6889	MicroRNAs
MIR6890	MicroRNAs
MIR6891	MicroRNAs
MIR6892	MicroRNAs
MIR6893	MicroRNAs
MIR6894	MicroRNAs
MIR6895	MicroRNAs
MIR7-1	MicroRNAs
MIR7-2	MicroRNAs
MIR7-3	MicroRNAs
MIR708	MicroRNAs
MIR7106	MicroRNAs
MIR7107	MicroRNAs
MIR7108	MicroRNAs
MIR7109	MicroRNAs
MIR711	MicroRNAs
MIR7110	MicroRNAs
MIR7111	MicroRNAs
MIR7112	MicroRNAs
MIR7113	MicroRNAs
MIR7114	MicroRNAs
MIR7150	MicroRNAs
MIR7151	MicroRNAs
MIR7152	MicroRNAs
MIR7153	MicroRNAs
MIR7154	MicroRNAs
MIR7155	MicroRNAs
MIR7156	MicroRNAs
MIR7157	MicroRNAs
MIR7158	MicroRNAs
MIR7159	MicroRNAs
MIR7160	MicroRNAs
MIR7161	MicroRNAs
MIR7162	MicroRNAs
MIR718	MicroRNAs
MIR744	MicroRNAs
MIR7515	MicroRNAs
MIR758	MicroRNAs
MIR759	MicroRNAs
MIR760	MicroRNAs
MIR761	MicroRNAs
MIR762	MicroRNAs
MIR764	MicroRNAs
MIR7641-1	MicroRNAs
MIR7641-2	MicroRNAs
MIR765	MicroRNAs
MIR766	MicroRNAs
MIR767	MicroRNAs
MIR769	MicroRNAs
MIR770	MicroRNAs
MIR7702	MicroRNAs
MIR7703	MicroRNAs
MIR7704	MicroRNAs
MIR7705	MicroRNAs
MIR7706	MicroRNAs
MIR7843	MicroRNAs
MIR7844	MicroRNAs
MIR7845	MicroRNAs
MIR7846	MicroRNAs
MIR7847	MicroRNAs
MIR7848	MicroRNAs
MIR7849	MicroRNAs
MIR7850	MicroRNAs
MIR7851	MicroRNAs
MIR7852	MicroRNAs
MIR7853	MicroRNAs
MIR7854	MicroRNAs
MIR7855	MicroRNAs
MIR7856	MicroRNAs
MIR7973-1	MicroRNAs
MIR7973-2	MicroRNAs
MIR7974	MicroRNAs
MIR7975	MicroRNAs
MIR7976	MicroRNAs
MIR7977	MicroRNAs
MIR7978	MicroRNAs
MIR802	MicroRNAs
MIR8052	MicroRNAs
MIR8053	MicroRNAs
MIR8054	MicroRNAs
MIR8055	MicroRNAs
MIR8056	MicroRNAs
MIR8057	MicroRNAs
MIR8058	MicroRNAs
MIR8059	MicroRNAs
MIR8060	MicroRNAs
MIR8061	MicroRNAs
MIR8062	MicroRNAs
MIR8063	MicroRNAs
MIR8064	MicroRNAs
MIR8065	MicroRNAs
MIR8066	MicroRNAs
MIR8067	MicroRNAs
MIR8068	MicroRNAs
MIR8069-1	MicroRNAs
MIR8070	MicroRNAs
MIR8071-1	MicroRNAs
MIR8071-2	MicroRNAs
MIR8072	MicroRNAs
MIR8073	MicroRNAs
MIR8074	MicroRNAs
MIR8075	MicroRNAs
MIR8076	MicroRNAs
MIR8077	MicroRNAs
MIR8078	MicroRNAs
MIR8079	MicroRNAs
MIR8080	MicroRNAs
MIR8081	MicroRNAs
MIR8082	MicroRNAs
MIR8083	MicroRNAs
MIR8084	MicroRNAs
MIR8085	MicroRNAs
MIR8086	MicroRNAs
MIR8087	MicroRNAs
MIR8088	MicroRNAs
MIR8089	MicroRNAs
MIR873	MicroRNAs
MIR874	MicroRNAs
MIR875	MicroRNAs
MIR876	MicroRNAs
MIR877	MicroRNAs
MIR885	MicroRNAs
MIR887	MicroRNAs
MIR888	MicroRNAs
MIR889	MicroRNAs
MIR890	MicroRNAs
MIR891A	MicroRNAs
MIR891B	MicroRNAs
MIR892A	MicroRNAs
MIR892B	MicroRNAs
MIR892C	MicroRNAs
MIR9-1	MicroRNAs
MIR9-2	MicroRNAs
MIR9-3	MicroRNAs
MIR920	MicroRNAs
MIR921	MicroRNAs
MIR922	MicroRNAs
MIR924	MicroRNAs
MIR92A1	MicroRNAs
MIR92A2	MicroRNAs
MIR92B	MicroRNAs
MIR93	MicroRNAs
MIR933	MicroRNAs
MIR934	MicroRNAs
MIR935	MicroRNAs
MIR936	MicroRNAs
MIR937	MicroRNAs
MIR938	MicroRNAs
MIR939	MicroRNAs
MIR940	MicroRNAs
MIR941-1	MicroRNAs
MIR941-2	MicroRNAs
MIR941-3	MicroRNAs
MIR941-4	MicroRNAs
MIR942	MicroRNAs
MIR943	MicroRNAs
MIR944	MicroRNAs
MIR95	MicroRNAs
MIR96	MicroRNAs
MIR98	MicroRNAs
MIR99A	MicroRNAs
MIR99B	MicroRNAs
MIRLET7A1	MicroRNAs
MIRLET7A2	MicroRNAs
MIRLET7A3	MicroRNAs
MIRLET7B	MicroRNAs
MIRLET7C	MicroRNAs
MIRLET7D	MicroRNAs
MIRLET7E	MicroRNAs
MIRLET7F1	MicroRNAs
MIRLET7F2	MicroRNAs
MIRLET7G	MicroRNAs
MIRLET7I	MicroRNAs
MIR6724-1	MicroRNAs
MIR9500	MicroRNAs
MIR3648-2	MicroRNAs
MIR941-5	MicroRNAs
MIR8069-2	MicroRNAs
MIR8485	MicroRNAs
MIR6859-4	MicroRNAs
MIR6724-3	MicroRNAs
MIR3670-4	MicroRNAs
MIR5701-3	MicroRNAs
MIR1273E	MicroRNAs
MIR3670-3	MicroRNAs
MIR6724-2	MicroRNAs
MIR3687-2	MicroRNAs
MIR3179-4	MicroRNAs
MIR6724-4	MicroRNAs
MIR1244-4	MicroRNAs
MIR548BB	MicroRNAs
MINDY1	MINDY deubiquitinases
MINDY2	MINDY deubiquitinases
MINDY3	MINDY deubiquitinases
MINDY4	MINDY deubiquitinases
MINDY4B	MINDY deubiquitinases
AKAP13	Minor histocompatibility antigens
APOBEC3B	Minor histocompatibility antigens
ARHGDIB	Minor histocompatibility antigens
BCAT2	Minor histocompatibility antigens
BCL2A1	Minor histocompatibility antigens
C19orf48	Minor histocompatibility antigens
CD19	Minor histocompatibility antigens
CENPM	Minor histocompatibility antigens
CTSH	Minor histocompatibility antigens
DPH1	Minor histocompatibility antigens
EBI3	Minor histocompatibility antigens
ERAP1	Minor histocompatibility antigens
ERBB2	Minor histocompatibility antigens
GEMIN4	Minor histocompatibility antigens
HEATR1	Minor histocompatibility antigens
ARHGAP45	Minor histocompatibility antigens
HMHB1	Minor histocompatibility antigens
HMSD	Minor histocompatibility antigens
PUM3	Minor histocompatibility antigens
KIAA1551	Minor histocompatibility antigens
LY75	Minor histocompatibility antigens
MR1	Minor histocompatibility antigens
MTHFD1	Minor histocompatibility antigens
MYO1G	Minor histocompatibility antigens
NUP133	Minor histocompatibility antigens
P2RX5	Minor histocompatibility antigens
PDCD11	Minor histocompatibility antigens
PI4K2B	Minor histocompatibility antigens
PKN3	Minor histocompatibility antigens
PRCP	Minor histocompatibility antigens
PTK2B	Minor histocompatibility antigens
SLC19A1	Minor histocompatibility antigens
SLC1A5	Minor histocompatibility antigens
SON	Minor histocompatibility antigens
SP110	Minor histocompatibility antigens
SSR1	Minor histocompatibility antigens
SWAP70	Minor histocompatibility antigens
TOR3A	Minor histocompatibility antigens
TRIM22	Minor histocompatibility antigens
TRIM42	Minor histocompatibility antigens
TRIP10	Minor histocompatibility antigens
TYMP	Minor histocompatibility antigens
UGT2B17	Minor histocompatibility antigens
WNK1	Minor histocompatibility antigens
ZNF419	Minor histocompatibility antigens
RPS4Y1	Minor histocompatibility antigens
DDX3Y	Minor histocompatibility antigens
KDM5D	Minor histocompatibility antigens
UTY	Minor histocompatibility antigens
USP9Y	Minor histocompatibility antigens
TMSB4Y	Minor histocompatibility antigens
RHOT1	Miro like atypical Rho GTPases
RHOT2	Miro like atypical Rho GTPases
DSN1	MIS12 kinetochore complex
MIS12	MIS12 kinetochore complex
NSL1	MIS12 kinetochore complex
PMF1	MIS12 kinetochore complex
NDUFAF1	Mitochondrial complex I assembly complex
ACAD9	Mitochondrial complex I assembly complex
ECSIT	Mitochondrial complex I assembly complex
TMEM126B	Mitochondrial complex I assembly complex
TIMMDC1	Mitochondrial complex I assembly complex
SDHA	Mitochondrial complex II: succinate dehydrogenase subunits
SDHB	Mitochondrial complex II: succinate dehydrogenase subunits
SDHC	Mitochondrial complex II: succinate dehydrogenase subunits
SDHD	Mitochondrial complex II: succinate dehydrogenase subunits
CYC1	Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits
MT-CYB	Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits
UQCR10	Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits
UQCR11	Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits
UQCRB	Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits
UQCRC1	Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits
UQCRC2	Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits
UQCRFS1	Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits
UQCRH	Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits
UQCRQ	Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits
COX4I1	Mitochondrial complex IV: cytochrome c oxidase subunits
COX4I2	Mitochondrial complex IV: cytochrome c oxidase subunits
COX5A	Mitochondrial complex IV: cytochrome c oxidase subunits
COX5B	Mitochondrial complex IV: cytochrome c oxidase subunits
COX6A1	Mitochondrial complex IV: cytochrome c oxidase subunits
COX6A2	Mitochondrial complex IV: cytochrome c oxidase subunits
COX6B1	Mitochondrial complex IV: cytochrome c oxidase subunits
COX6B2	Mitochondrial complex IV: cytochrome c oxidase subunits
COX6C	Mitochondrial complex IV: cytochrome c oxidase subunits
COX7A1	Mitochondrial complex IV: cytochrome c oxidase subunits
COX7A2	Mitochondrial complex IV: cytochrome c oxidase subunits
COX7B	Mitochondrial complex IV: cytochrome c oxidase subunits
COX7B2	Mitochondrial complex IV: cytochrome c oxidase subunits
COX7C	Mitochondrial complex IV: cytochrome c oxidase subunits
COX8A	Mitochondrial complex IV: cytochrome c oxidase subunits
COX8C	Mitochondrial complex IV: cytochrome c oxidase subunits
MT-CO1	Mitochondrial complex IV: cytochrome c oxidase subunits
MT-CO2	Mitochondrial complex IV: cytochrome c oxidase subunits
MT-CO3	Mitochondrial complex IV: cytochrome c oxidase subunits
ATP5A1	Mitochondrial complex V: ATP synthase subunits
ATP5B	Mitochondrial complex V: ATP synthase subunits
ATP5C1	Mitochondrial complex V: ATP synthase subunits
ATP5D	Mitochondrial complex V: ATP synthase subunits
ATP5E	Mitochondrial complex V: ATP synthase subunits
ATP5F1	Mitochondrial complex V: ATP synthase subunits
ATP5G1	Mitochondrial complex V: ATP synthase subunits
ATP5G2	Mitochondrial complex V: ATP synthase subunits
ATP5G3	Mitochondrial complex V: ATP synthase subunits
ATP5H	Mitochondrial complex V: ATP synthase subunits
ATP5I	Mitochondrial complex V: ATP synthase subunits
ATP5J	Mitochondrial complex V: ATP synthase subunits
ATP5J2	Mitochondrial complex V: ATP synthase subunits
ATP5L	Mitochondrial complex V: ATP synthase subunits
ATP5L2	Mitochondrial complex V: ATP synthase subunits
ATP5O	Mitochondrial complex V: ATP synthase subunits
ATPIF1	Mitochondrial complex V: ATP synthase subunits
MT-ATP6	Mitochondrial complex V: ATP synthase subunits
MT-ATP8	Mitochondrial complex V: ATP synthase subunits
ATPAF1	Mitochondrial respiratory chain complex assembly factors
ATPAF2	Mitochondrial respiratory chain complex assembly factors
BCS1L	Mitochondrial respiratory chain complex assembly factors
COA1	Mitochondrial respiratory chain complex assembly factors
COA3	Mitochondrial respiratory chain complex assembly factors
COA4	Mitochondrial respiratory chain complex assembly factors
